req_id,cust_id,time,amount,type,approval
163,1789,2024-08-11 10:05:04,491091.55,Auto,False
164,1849,2024-09-07 21:23:30,318396.9,home,True
165,881,2024-08-07 11:04:49,134845.37,Auto,False
166,1563,2024-04-13 05:56:29,213565.27,home,False
167,438,2024-08-26 08:30:59,318131.71,home,False
168,713,2024-04-28 19:24:28,377595.37,Auto,False
169,1212,2024-11-18 00:49:19,42067.89,home,False
170,1989,2024-07-12 21:58:04,367818.98,home,False
171,1677,2024-05-14 07:01:37,391675.02,Auto,True
172,2694,2024-05-20 04:51:16,15798.66,home,True
173,71,2024-03-30 04:11:45,320188.28,home,True
174,864,2024-07-01 01:03:22,46398.18,home,True
175,1348,2024-04-07 13:21:17,198084.58,Auto,False
176,902,2024-04-17 17:03:13,25632.59,home,False
177,278,2024-11-01 21:37:27,94709.07,home,False
178,2745,2024-04-07 00:01:46,449855.05,Auto,False
179,818,2024-09-08 11:31:32,427052.75,Auto,True
180,1054,2025-01-29 13:47:15,462950.74,Auto,False
181,334,2025-02-10 13:21:49,497729.66,Auto,False
182,417,2024-07-16 11:28:31,325456.51,home,True
183,1704,2025-02-15 10:59:58,210120.14,home,False
184,275,2024-05-18 08:59:22,363632.88,Auto,False
185,1773,2024-06-13 21:18:42,351087.51,home,True
186,2382,2024-05-08 12:07:15,498360.38,home,False
187,591,2024-12-21 12:18:13,261798.62,Auto,False
188,2174,2024-10-10 14:16:29,464310.65,home,True
189,797,2024-03-25 18:20:03,134679.09,Auto,False
190,534,2024-11-02 11:01:53,108606.2,Auto,True
191,1088,2024-09-09 08:03:02,109681.85,Auto,False
192,1397,2024-09-28 11:12:08,408797.36,Auto,False
193,1234,2025-01-27 10:18:35,98664.31,Auto,False
194,814,2024-08-05 14:30:49,486711.91,Auto,True
195,2868,2024-06-20 20:25:02,379765.47,Auto,True
196,875,2024-11-02 17:41:10,423995.22,Auto,True
197,5,2024-08-06 16:45:12,157742.97,home,False
198,1686,2025-02-03 07:44:54,263563.22,Auto,False
199,1822,2024-04-01 06:47:17,47170.89,home,False
200,489,2024-08-19 06:21:23,295367.43,Auto,False
201,2981,2024-04-05 22:59:33,172564.22,home,False
202,1845,2025-03-05 12:42:40,390833.96,Auto,False
203,1599,2024-04-29 15:03:31,196659.79,Auto,True
204,2314,2024-09-10 00:37:57,51004.03,Auto,False
205,1225,2025-01-21 11:16:05,374421.62,home,True
206,853,2024-04-01 14:44:46,52040.03,home,False
207,618,2024-07-27 17:16:34,128864.03,Auto,True
208,2095,2024-11-04 01:54:50,129114.22,Auto,True
209,963,2024-05-12 15:34:17,324369.21,home,False
210,2332,2024-05-30 23:39:09,420327.37,Auto,False
211,1319,2024-07-24 10:29:06,446347.53,Auto,True
212,1145,2024-03-31 05:15:05,223156.06,home,False
213,1485,2024-07-02 00:28:05,403988.37,home,True
214,1750,2025-03-06 01:11:58,344858.9,Auto,False
215,2338,2024-11-25 14:16:02,382247.42,Auto,False
216,2808,2024-11-11 12:53:15,425075.67,Auto,False
217,2679,2024-10-26 04:02:03,171980.79,home,True
218,1863,2024-06-08 08:28:39,310476.85,home,False
219,1728,2024-08-01 03:12:20,238751.03,home,False
220,2150,2025-01-08 23:29:23,306802.34,home,True
221,2786,2024-08-02 10:04:45,32859.06,Auto,False
222,83,2025-02-03 06:58:16,180880.8,home,True
223,2087,2024-12-08 02:09:29,400737.54,Auto,True
224,1599,2024-06-18 07:40:09,438907.82,Auto,False
225,2774,2024-06-13 13:29:05,313664.76,home,False
226,2013,2025-03-11 20:48:22,259347.05,home,False
227,1574,2024-09-23 18:11:50,328402.28,Auto,False
228,1768,2025-01-03 18:22:38,297113.7,Auto,True
229,2463,2024-08-06 08:25:23,436722.11,home,False
230,2549,2024-04-17 11:29:57,367981.14,Auto,False
231,1200,2024-10-01 16:36:21,316136.42,Auto,True
232,1724,2025-03-08 14:56:17,438729.96,Auto,True
233,574,2024-06-06 06:51:46,429462.07,Auto,True
234,2514,2024-11-18 20:13:01,448901.72,Auto,False
235,1604,2025-03-05 09:19:00,352541.05,home,False
236,1412,2024-09-12 20:30:30,224896.56,Auto,False
237,2281,2024-09-04 22:09:58,32942.86,home,True
238,1774,2024-06-26 05:43:18,312710.35,home,False
239,2715,2024-09-30 04:35:01,404432.19,Auto,False
240,1941,2024-07-20 13:15:48,18744.41,home,False
241,439,2024-09-22 08:20:55,153233.84,home,False
242,840,2025-02-15 12:28:45,296642.39,Auto,False
243,1520,2025-02-12 08:54:57,410894.14,home,False
244,1882,2024-08-22 11:05:51,274940.03,Auto,False
245,270,2024-11-18 11:16:00,98704.67,home,False
246,2417,2024-12-11 13:17:41,425846.5,Auto,True
247,2302,2024-04-10 02:21:57,415306.14,home,False
248,1760,2024-04-01 01:15:06,185014.19,Auto,True
249,1735,2025-01-18 00:33:05,182025.94,home,True
250,2064,2024-10-17 04:25:33,199077.63,Auto,False
251,2575,2024-11-14 13:53:00,376483.41,home,False
252,2541,2024-04-29 01:12:00,422734.82,Auto,False
253,138,2024-09-16 06:48:33,102215.26,home,False
254,654,2024-10-05 05:31:26,229078.94,home,False
255,552,2024-07-07 12:44:36,429202.6,Auto,False
256,2510,2024-10-08 08:47:59,273395.31,Auto,True
257,1055,2024-11-12 11:21:43,108561.49,Auto,True
258,746,2024-12-12 16:52:26,35788.17,home,False
259,1349,2024-12-22 16:34:24,412746.18,Auto,False
260,688,2024-08-24 15:29:41,384505.9,Auto,True
261,154,2024-09-27 00:43:59,412179.27,Auto,False
262,1646,2024-11-26 22:00:36,40015.33,Auto,True
263,2900,2024-08-12 16:29:08,370941.16,Auto,False
264,550,2025-01-03 17:13:30,244443.7,Auto,True
265,1593,2024-08-03 04:40:11,230041.81,home,False
266,1560,2024-09-17 23:48:45,53529.87,Auto,True
267,686,2024-11-03 04:56:33,412233.92,home,False
268,1634,2024-03-17 11:29:16,212048.71,Auto,True
269,2955,2024-04-29 17:41:50,170603.59,home,False
270,2087,2025-02-09 02:30:55,283548.64,home,True
271,474,2024-04-30 19:17:57,325779.38,home,False
272,2908,2024-03-24 08:59:20,18793.49,Auto,False
273,2849,2024-04-14 15:12:09,175470.25,home,False
274,1155,2024-05-11 20:19:36,37675.82,home,False
275,2902,2025-03-11 00:20:49,203369.02,Auto,False
276,2128,2024-05-15 20:02:01,122911.04,home,False
277,1114,2024-10-03 14:06:32,108591.05,Auto,False
278,330,2024-08-24 01:40:40,119822.37,Auto,True
279,1100,2024-04-18 18:58:59,405608.47,home,False
280,924,2024-12-13 14:16:05,483749.11,home,False
281,1242,2024-06-28 20:05:07,476763.44,home,False
282,1463,2024-07-18 01:20:39,254096.58,home,False
283,1027,2024-03-29 02:01:06,246500.85,Auto,True
284,874,2024-09-29 07:07:56,225020.11,home,False
285,919,2024-08-12 04:04:47,477628.87,Auto,False
286,2404,2024-04-27 20:13:31,64315.36,Auto,True
287,50,2024-04-28 21:03:18,123683.37,home,False
288,675,2024-08-27 13:27:37,365484.33,home,True
289,251,2024-04-30 08:00:07,378614.86,Auto,False
290,1084,2024-07-19 19:06:47,71989.33,home,True
291,1174,2024-06-19 22:12:36,235895.87,home,False
292,1935,2024-10-09 01:06:08,349100.34,home,False
293,2417,2025-02-19 01:08:38,480887.33,home,False
294,1058,2024-05-12 12:10:49,153611.48,home,False
295,1323,2024-12-08 01:00:33,188208.38,Auto,True
296,2546,2024-05-08 14:31:47,290906.14,Auto,False
297,1882,2024-12-02 02:57:35,274394.25,home,True
298,2683,2025-02-21 02:34:04,130950.71,home,False
299,944,2024-12-04 22:10:55,45099.14,home,False
300,2889,2024-05-08 05:13:33,268706.91,Auto,False
301,1166,2024-12-26 06:29:25,40298.31,Auto,True
302,798,2024-11-10 18:28:24,401684.26,home,False
303,2818,2025-02-23 21:28:58,313191.72,Auto,False
304,1973,2024-05-24 15:48:52,380827.62,Auto,False
305,2940,2024-05-25 12:24:40,50967.37,home,False
306,12,2024-10-29 03:40:25,268818.57,home,False
307,1525,2024-12-14 12:57:15,314811.49,Auto,False
308,2476,2024-06-10 21:48:49,228527.18,home,False
309,978,2024-10-05 15:36:30,485207.93,home,False
310,2199,2024-06-19 04:44:13,307494.16,Auto,False
311,1963,2025-02-26 18:52:22,393254.12,Auto,False
312,710,2024-10-20 17:04:10,466195.12,home,False
313,2613,2024-11-11 05:23:03,144892.89,home,False
314,837,2024-03-20 20:14:20,206838.94,home,True
315,2696,2024-07-10 15:30:33,45734.15,Auto,True
316,1319,2024-05-26 03:24:11,383920.72,home,True
317,1593,2025-02-20 11:04:55,427931.32,Auto,True
318,681,2024-09-22 10:59:45,339102.59,home,False
319,1221,2024-09-06 16:08:39,339117.87,Auto,False
320,1635,2024-04-29 18:47:30,119105.96,Auto,False
321,2022,2024-05-05 12:57:26,481676.16,home,False
322,684,2025-02-17 18:22:45,394577.25,home,False
323,1108,2024-07-06 02:48:02,416586.34,Auto,True
324,701,2025-01-08 06:12:30,234381.16,home,False
325,900,2024-11-08 23:00:11,462888.38,home,False
326,1613,2024-12-19 07:58:57,184989.84,Auto,False
327,2032,2024-08-09 05:55:49,127256.71,home,True
328,344,2024-04-13 20:26:19,64720.64,Auto,False
329,2577,2024-09-19 11:18:18,60516.59,home,False
330,1907,2024-07-03 11:49:41,371025.99,home,False
331,1972,2024-07-13 17:11:07,419562.6,home,False
332,1203,2024-06-23 00:29:01,458301.74,home,False
333,1872,2024-12-22 11:44:40,492670.68,home,False
334,627,2025-01-21 17:38:57,338363.26,Auto,False
335,572,2024-10-23 09:14:59,47796.05,home,False
336,551,2024-04-15 23:07:05,358175.93,Auto,False
337,2965,2024-08-26 21:14:28,13372.07,Auto,False
338,2761,2025-01-12 05:55:37,199360.28,Auto,True
339,366,2024-07-08 20:42:57,415363.2,Auto,False
340,1397,2024-05-08 18:29:51,494402.34,Auto,True
341,153,2025-01-25 15:06:34,111289.48,Auto,False
342,2299,2024-10-12 03:59:35,341413.98,home,False
343,413,2024-09-22 09:34:19,351200.03,home,False
344,1355,2025-02-24 23:48:46,290761.74,Auto,True
345,2007,2024-11-18 03:55:07,98762.75,Auto,False
346,889,2025-03-11 03:07:04,327877.69,Auto,False
347,44,2024-10-10 08:02:39,126231.98,Auto,True
348,348,2024-10-25 09:26:30,201674.51,Auto,False
349,1785,2024-10-30 11:56:01,372832.12,home,True
350,1042,2024-11-26 05:19:26,41848.85,Auto,False
351,2291,2024-11-15 13:52:24,201313.1,Auto,True
352,1952,2024-04-29 03:34:26,346904.51,home,True
353,217,2025-02-20 03:31:39,265741.33,Auto,False
354,1316,2024-07-07 10:25:00,170722.61,home,False
355,275,2024-09-02 06:40:16,83536.53,home,False
356,2539,2024-09-28 21:50:17,58859.43,Auto,False
357,2601,2024-12-06 11:22:15,470077.1,Auto,True
358,2938,2024-04-24 02:13:55,176139.48,home,False
359,729,2024-04-27 20:38:37,179167.58,home,False
360,2844,2024-12-30 12:31:38,451134.06,home,True
361,1159,2024-03-29 03:30:25,346113.73,Auto,False
362,315,2024-07-03 13:51:38,142752.6,Auto,True
363,31,2024-08-05 23:51:01,265451.41,home,False
364,2157,2024-03-22 22:11:54,161470.87,Auto,False
365,166,2024-11-28 07:51:23,484007.34,home,False
366,2279,2024-05-16 08:33:48,117016.9,home,True
367,1757,2024-10-01 17:23:42,354018.67,home,False
368,2760,2024-10-15 03:30:29,379176.04,Auto,False
369,2172,2024-03-22 21:52:45,237188.04,Auto,True
370,1390,2025-01-23 23:10:34,38915.98,Auto,False
371,1233,2024-05-05 06:58:59,203389.58,Auto,False
372,1628,2024-08-10 04:57:48,345310.07,Auto,False
373,2338,2024-06-08 08:13:00,61406.06,home,False
374,1239,2024-06-21 11:06:08,323756.46,Auto,False
375,1897,2025-02-11 06:46:59,70264.94,home,True
376,2113,2024-12-01 11:14:07,27953.93,Auto,True
377,836,2024-10-27 08:11:36,27971.74,home,False
378,900,2024-03-21 08:24:29,104995.58,home,False
379,2425,2025-03-03 22:23:08,353477.09,home,False
380,2100,2025-03-15 17:21:11,424007.53,home,False
381,838,2025-02-10 10:33:45,490203.9,home,False
382,2784,2024-12-04 04:11:17,326684.29,Auto,False
383,843,2024-08-28 16:08:39,49022.34,home,False
384,842,2024-12-18 16:10:40,75765.4,Auto,False
385,2031,2025-02-15 23:34:14,389245.22,Auto,True
386,2930,2024-06-25 03:20:40,430118.15,home,True
387,1879,2024-07-16 06:07:01,20247.97,home,False
388,1207,2025-02-15 09:47:27,354547.27,Auto,False
389,1054,2025-02-28 12:24:02,305867.19,home,False
390,2385,2024-06-26 04:30:04,241693.39,Auto,False
391,768,2024-07-06 20:13:23,325885.1,Auto,True
392,801,2024-09-11 14:58:21,308872.52,home,False
393,1538,2024-07-05 01:11:44,231296.96,home,True
394,114,2024-04-25 12:27:30,468905.35,Auto,False
395,468,2024-09-03 15:21:17,347061.41,Auto,True
396,2009,2024-06-03 06:06:05,64201.96,home,False
397,874,2024-04-06 21:15:45,282208.73,home,False
398,2136,2025-02-21 12:06:15,148568.54,Auto,True
399,1869,2024-05-24 13:03:51,217006.13,home,True
400,2814,2024-11-19 19:12:18,477034.84,home,True
401,92,2024-07-26 02:03:31,49636.28,Auto,False
402,233,2024-12-17 12:24:51,332717.78,Auto,True
403,2718,2025-03-03 04:42:14,41287.5,Auto,False
404,1133,2024-11-30 01:05:18,31018.95,home,True
405,266,2025-01-06 19:23:43,395316.21,home,True
406,1502,2024-06-24 07:06:43,234072.06,Auto,True
407,1409,2024-10-16 03:03:35,304164.58,home,True
408,2625,2024-09-22 18:41:30,307985.31,home,False
409,1993,2024-05-21 05:04:19,180739.97,home,False
410,1459,2024-07-17 17:11:16,36291.85,Auto,False
411,2793,2024-08-29 17:44:13,456702.05,Auto,False
412,9,2024-08-30 01:34:44,141573.28,home,True
413,1724,2024-12-07 07:20:03,164972.44,home,False
414,1336,2024-08-16 07:05:13,36999.58,Auto,False
415,2383,2024-04-01 08:52:42,281440.6,Auto,False
416,2318,2024-10-25 18:33:50,127541.06,Auto,False
417,2682,2024-10-01 22:41:11,440926.94,home,False
418,136,2024-04-25 21:50:21,97155.29,Auto,False
419,2971,2025-02-07 01:00:59,444280.35,Auto,False
420,2873,2024-06-28 00:13:55,249934.87,home,False
421,2401,2024-10-26 02:17:56,75117.28,Auto,False
422,2032,2024-10-28 20:19:08,34262.89,Auto,False
423,1237,2025-01-27 19:10:27,222610.98,home,False
424,905,2024-12-29 21:06:58,408745.06,home,False
425,2022,2025-03-03 03:00:22,382961.96,Auto,True
426,157,2024-09-03 09:55:58,415081.84,home,True
427,2399,2024-05-09 05:07:58,20724.95,Auto,False
428,2708,2024-04-27 11:36:48,32698.17,home,False
429,2242,2024-12-12 10:38:46,113572.89,Auto,False
430,109,2024-05-08 22:07:06,319704.42,home,False
431,1793,2025-03-09 20:48:03,32508.0,home,True
432,2270,2025-01-26 17:39:21,452294.16,Auto,False
433,2962,2025-02-04 18:19:30,309764.74,home,False
434,1080,2025-01-25 20:36:33,357233.34,home,True
435,2137,2024-11-25 19:04:23,46890.84,home,True
436,2976,2024-04-04 19:02:23,110157.39,home,False
437,1139,2024-05-21 12:50:46,262916.87,Auto,False
438,2215,2024-10-18 06:29:09,145058.25,Auto,True
439,2112,2024-08-16 13:29:27,342253.14,Auto,False
440,413,2024-06-06 18:39:52,289433.48,home,True
441,1294,2025-03-12 13:33:37,40414.74,Auto,True
442,1628,2024-05-26 05:07:13,261832.3,Auto,False
443,1919,2025-02-10 18:00:11,29535.26,Auto,False
444,1907,2024-06-11 16:29:57,416600.54,Auto,False
445,2707,2024-12-07 03:04:13,345807.21,home,False
446,2883,2025-01-20 13:22:00,282042.68,home,False
447,2224,2024-04-24 22:51:21,264817.84,Auto,False
448,2307,2024-05-12 07:25:47,304970.68,Auto,False
449,8,2024-05-18 03:50:04,16389.68,Auto,False
450,1471,2024-10-10 23:20:21,129998.19,home,True
451,1079,2024-04-10 05:28:30,328685.38,home,False
452,2473,2024-10-26 16:58:40,325629.62,home,False
453,1045,2024-06-28 17:05:23,214131.97,home,False
454,534,2024-05-21 03:07:35,287934.71,home,True
455,1351,2024-05-27 00:12:40,220018.65,home,False
456,647,2024-12-03 08:52:22,344689.17,Auto,True
457,2694,2024-04-29 09:45:01,411578.17,Auto,False
458,71,2025-01-18 08:46:43,315896.29,Auto,True
459,1761,2024-05-24 19:46:51,164063.86,home,False
460,1330,2024-05-27 18:03:15,271489.98,Auto,False
461,2588,2024-03-18 21:09:58,121138.88,home,False
462,1603,2024-09-17 22:42:21,305354.8,home,False
463,2883,2025-02-13 12:16:29,284640.26,Auto,False
464,2094,2024-11-12 15:28:09,202615.37,home,True
465,1245,2025-01-08 17:33:52,495735.49,home,False
466,401,2024-07-14 09:25:34,442086.04,Auto,True
467,1485,2024-08-04 03:58:59,65719.43,Auto,False
468,2986,2025-03-06 19:53:12,330747.04,home,False
469,1234,2025-02-08 04:32:11,138332.12,Auto,True
470,1000,2024-03-22 15:01:57,214126.38,Auto,False
471,577,2025-01-23 20:22:41,449700.44,home,False
472,2905,2024-09-05 04:23:03,299175.43,Auto,True
473,1166,2024-04-16 16:51:22,182007.8,Auto,False
474,1892,2025-01-23 14:06:45,46584.69,home,False
475,872,2024-04-17 16:15:04,402954.09,Auto,False
476,247,2025-02-11 05:22:36,290460.79,Auto,True
477,2937,2024-09-22 21:35:54,214271.66,home,True
478,2280,2024-10-06 10:57:13,482198.12,Auto,True
479,2199,2025-03-03 03:44:19,166484.01,home,False
480,2874,2025-02-28 23:07:14,437654.19,Auto,True
481,1905,2024-08-05 00:14:49,31709.9,Auto,False
482,1633,2024-05-28 03:18:03,366857.37,Auto,False
483,775,2024-10-27 03:24:41,456171.7,home,False
484,2495,2024-07-06 05:59:19,254306.25,home,False
485,543,2024-11-09 09:44:58,292374.82,home,False
486,529,2025-01-12 07:09:45,55182.49,Auto,False
487,889,2024-06-21 13:22:16,467749.15,home,True
488,2681,2024-12-29 03:52:21,263661.1,Auto,True
489,672,2025-01-31 21:53:39,126293.47,Auto,False
490,721,2024-11-14 17:09:55,388845.75,home,False
491,1010,2024-08-23 11:47:40,181305.29,Auto,False
492,1645,2024-08-29 05:06:23,194745.73,home,False
493,1893,2025-01-05 21:04:25,251355.22,home,False
494,2930,2025-01-19 16:23:10,406075.31,home,True
495,1477,2025-02-08 18:59:13,198558.18,home,True
496,1013,2024-12-10 10:16:08,18310.51,Auto,False
497,2648,2024-08-31 02:15:21,251913.26,home,False
498,1760,2024-09-06 21:28:57,22034.96,home,False
499,152,2025-01-01 00:02:39,136996.46,Auto,False
500,133,2024-12-26 06:56:39,112727.78,Auto,False
501,1847,2024-08-03 00:55:49,336147.47,Auto,False
502,2070,2024-07-29 16:22:22,221401.29,home,False
503,344,2024-03-29 12:49:50,176300.1,home,False
504,703,2024-11-11 11:38:22,203704.35,home,False
